Code Line,User Explanation,Line-Explanation in PCEX,Annotation Score
scan.close();,It closes this scanner.,We close the scanner as we do not want to process any input from the user in the rest of the program.,3
"int [] arr = { 1, 2, 3};",It declares an Array of integers.,We initialize the array of type int to hold the specified numbers.,3
"int [] arr = { 1, 2, 3};",It declares an Array of integers.,We initialize the array by separating elements with a comma and enclosing the collection in braces { }.,2
for ( int i = 0; i < arr.length; i++ ) {,It's a for cycle.,We want to iterate over the array and increment each element in the array by 1.,1
for ( int i = 0; i < arr.length; i++ ) {,It's a for cycle.,"To really change the array as we march across it, we need to use indexes so we can assign an updated value to each position as we go.",1
for ( int i = 0; i < arr.length; i++ ) {,It's a for cycle.,We need the array indexes to start at 0 (array indexes start from 0) with every integer number up to but not including the array length.,1
for ( int i = 0; i < arr.length; i++ ) {,It does the instructions after the brace as long as the integer i is smallar than the length of the array.,We want to iterate over the array and increment each element in the array by 1.,1
for ( int i = 0; i < arr.length; i++ ) {,It does the instructions after the brace as long as the integer i is smallar than the length of the array.,"To really change the array as we march across it, we need to use indexes so we can assign an updated value to each position as we go.",1
for ( int i = 0; i < arr.length; i++ ) {,It does the instructions after the brace as long as the integer i is smallar than the length of the array.,We need the array indexes to start at 0 (array indexes start from 0) with every integer number up to but not including the array length.,2
for ( int i = 0; i < arr.length; i++ ) {,After every cycle increment the value of i of 1.,We want to iterate over the array and increment each element in the array by 1.,4
for ( int i = 0; i < arr.length; i++ ) {,After every cycle increment the value of i of 1.,"To really change the array as we march across it, we need to use indexes so we can assign an updated value to each position as we go.",2
for ( int i = 0; i < arr.length; i++ ) {,After every cycle increment the value of i of 1.,We need the array indexes to start at 0 (array indexes start from 0) with every integer number up to but not including the array length.,3
arr[i] += 1;,Increment the value of the i-element of the array by 1.,This statement increments the element at the index i of the array by 1.,4
Scanner scan = new Scanner(System.in);,Creating a scanner variable that is used to take input from the user.,"To read the input value from the user, we need to define a Scanner object.",3
Scanner scan = new Scanner(System.in);,Creating a scanner variable that is used to take input from the user.,We need to read and process the value that the user enters.,4
"System.out.println(""Enter an integer for seconds: "");",Printing a prompt asking for user input,We prompt the user to enter the seconds.,5
int seconds = scan.nextInt();,Using the scanner variable created before to take input from user.,We need to read the seconds that the user enters and store it in a variable.,3
int seconds = scan.nextInt();,Using the scanner variable created before to take input from user.,We read the seconds by calling the nextInt() method because this input is an integer.,2
scan.close();,closing the scanner variable using the .close() method.,We close the scanner as we do not want to process any input from the user in the rest of the program.,3
int minutes = seconds / 60;,Converting the seconds to minutes by dividing by 60.,"To obtain the minutes in seconds, we divide the seconds by 60 because there are 60 seconds in a minute.",4
int minutes = seconds / 60;,Converting the seconds to minutes by dividing by 60.,"Note that since both operands of division operator are integer, the fractional part of the result is truncated, if there is any.",1
int remainingSeconds = seconds % 60;,The remaining seconds will be stored in integer variable by take modulus of 60.,This is because there are 60 seconds in a minute.,1
int remainingSeconds = seconds % 60;,The remaining seconds will be stored in integer variable by take modulus of 60.,Note that the % operator returns the remainder of the division.,2
int remainingSeconds = seconds % 60;,The remaining seconds will be stored in integer variable by take modulus of 60.,"To obtain the remaining seconds after taking away the minutes, we have to take the remainder of the seconds divided by 60.",3
"System.out.println(seconds + "" seconds is "" + minutes + "" minutes and "" + remainingSeconds + "" seconds."");",Printing the final statement which includes time in seconds converted to minutes and seconds.,This statement prints to the default standard output stream the minutes and remaining seconds from the input amount of time in seconds.,4
"System.out.println(seconds + "" seconds is "" + minutes + "" minutes and "" + remainingSeconds + "" seconds."");",Printing the final statement which includes time in seconds converted to minutes and seconds.,The printed text is followed by the end-of-line character at the end.,1
int num = 15;,Creating int variable num and assigning the value 15 to it.,We define variable num to store the number that we want to find its smallest divisor.,3
int num = 15;,Creating int variable num and assigning the value 15 to it.,We could initialize it to any positive integer greater than 1.,3
int num = 15;,Creating int variable num and assigning the value 15 to it.,"In this program, we initialize variable num to 15.",4
int divisor = 2;,Creating int variable divisor and assigning value 2 to it.,We initialize variable divisor by 2 because we want to find the smallest divisor except 1.,3
int divisor = 2;,Creating int variable divisor and assigning value 2 to it.,We define variable divisor to store the smallest divisor of the number.,2
while (num % divisor != 0) {,"Creating a while loop with the condition that while num modulus divisor is not equal to 0, the loop runs","Since we don't know ahead of time how many times the loop will be repeated, we need to use a while loop.",2
while (num % divisor != 0) {,"Creating a while loop with the condition that while num modulus divisor is not equal to 0, the loop runs",We need to increment the divisor repeatedly as long as the divisor is not a factor of the number.,2
while (num % divisor != 0) {,"Creating a while loop with the condition that while num modulus divisor is not equal to 0, the loop runs","Therefore, we need to use a loop structure.",1
while (num % divisor != 0) {,"Creating a while loop with the condition that while num modulus divisor is not equal to 0, the loop runs","The condition in the while loop tests whether the body of the loop should be repeated, so it should test whether the divisor is not a factor of the number.",3
while (num % divisor != 0) {,"Creating a while loop with the condition that while num modulus divisor is not equal to 0, the loop runs",We could check whether the divisor is not a factor of the number by computing the remainder of the division of the number by the divisor.,3
divisor += 1;,"Incrementing the divisor by 1 each time the loop runs.
  
  It is the same as divisor = divisor + 1","When the divisor is not a factor of the number, we increment the variable divisor by 1.",2
"System.out.println(""The smallest divisor of "" + num + "" is "" + divisor);",Printing out the final statement which prints the smallest divisor of the number.,This statement prints to the default standard output stream the smallest divisor of the number.,4
Scanner scan = new Scanner(System.in);,Creating a scanner variable to take user input.,"To read the input value from the user, we need to define a Scanner object.",5
Scanner scan = new Scanner(System.in);,Creating a scanner variable to take user input.,We need to read and process the integer that the user enters.,3
"System.out.println(""Enter an integer: "");",Prompt for the user to enter an integer.,We prompt the user to enter an integer.,5
int num = scan.nextInt();,Storing the value entered by user in int variable num,We read the input integer by calling the nextInt() method because this input is an integer.,2
int num = scan.nextInt();,Storing the value entered by user in int variable num,We need to read the integer that the user enters and store it in a variable.,3
scan.close();,Closing the scanner variable.,We close the scanner as we do not want to process any input from the user in the rest of the program.,3
if ( num > 0 ) {,Creating an if condition which is fulfilled if num > 0,"If the integer is neither positive nor negative, then we could conclude that the integer is zero.",1
if ( num > 0 ) {,Creating an if condition which is fulfilled if num > 0,"The conditions that tests for the integer's sign are mutually exclusive (i.e., one and only one of the conditions can be true); therefore, their order does not matter.",1
if ( num > 0 ) {,Creating an if condition which is fulfilled if num > 0,"To determine the sign of the integer, we need to perform two tests: one for determining whether the integer is positive and one for determining whether the integer is negative.",3
if ( num > 0 ) {,Creating an if condition which is fulfilled if num > 0,"Also, it is better to use if-else if statements instead of sequential if statements because an integer has only one sign and once we find the sign, we don't need to perform more tests.",1
if ( num > 0 ) {,Creating an if condition which is fulfilled if num > 0,"If both of these tests fail, then we could conclude that the integer is zero.",1
"System.out.println(""The integer is positivie."");",Printing a statement if the if condition is fulfilled.,This statement prints that the integer is positive.,2
"System.out.println(""The integer is positivie."");",Printing a statement if the if condition is fulfilled.,The printed text is followed by the end-of-line character at the end.,1
} else if ( num < 0 ) {,creating an else if condition which runs if num < 0,"If the first test fails (i.e., when the integer is not positive), we need to test if the integer is negative.",3
"System.out.println(""The integer is negative."");",Printing a statement when the else if condition is fulfilled.,The printed text is followed by the end-of-line character at the end.,1
"System.out.println(""The integer is negative."");",Printing a statement when the else if condition is fulfilled.,This statement prints that the integer is negative.,2
} else {,"Creating an else condition which is fulfilled if neither if, or the else if conditions are met.","We need to end the above if-else if statements with an else statement that its body is executed when none of the above tests are true, that is when the integer is zero.",2
"System.out.println(""The integer is zero."");",Printing the statement if else condition is met.,The printed text is followed by the end-of-line character at the end.,1
"System.out.println(""The integer is zero."");",Printing the statement if else condition is met.,This statement prints that the integer is zero.,2
"int [] arr = { 1, 2, 3};","Creating an array arr which contains 3 elements 1, 2 and 3.",We initialize the array of type int to hold the specified numbers.,3
"int [] arr = { 1, 2, 3};","Creating an array arr which contains 3 elements 1, 2 and 3.",We initialize the array by separating elements with a comma and enclosing the collection in braces { }.,2
for ( int i = 0; i < arr.length; i++ ) {,"Creating a for loop which runs the length of the array, in this case 3.",We want to iterate over the array and increment each element in the array by 1.,3
for ( int i = 0; i < arr.length; i++ ) {,"Creating a for loop which runs the length of the array, in this case 3.","To really change the array as we march across it, we need to use indexes so we can assign an updated value to each position as we go.",2
for ( int i = 0; i < arr.length; i++ ) {,"Creating a for loop which runs the length of the array, in this case 3.",We need the array indexes to start at 0 (array indexes start from 0) with every integer number up to but not including the array length.,2
arr[i] += 1;,The value of each number in the array is increased by 1.,This statement increments the element at the index i of the array by 1.,4
arr[i] += 1;,"For example, arr[0] = 1. But once the loop is run, it becomes arr[0] = arr[0] + 1 = 1 + 1 = 2.",This statement increments the element at the index i of the array by 1.,1
int num = 1234;,Creating int variable num with value 1234.,We need variable num to store the integer that we want to print its digits.,2
do {,Creating a do while loop,We need to process the digits of the integer from right to left and print them.,1
do {,Creating a do while loop,"Therefore, we need to use a loop structure.",2
do {,Creating a do while loop,"In this program, we do this by using a do loop.",2
do {,Creating a do while loop,The do loop is more appropriate than a while loop because a positive integer always has at least one digit which results in the body of the loop performing at least once.,1
num = num / 10;,Then the value of num is changed to num divided by 10.,"Therefore, this division will remove the digit that we processed (lastDigit) and we can move on to the next digit.",1
num = num / 10;,Then the value of num is changed to num divided by 10.,We truncate the extracted digit that we processed from the original integer by dividing the integer by 10.,3
num = num / 10;,Then the value of num is changed to num divided by 10.,Note that this statement performs an integer division because both operand of the / operator are integer.,3
System.out.println(num % 10);,Print num modulus 10,Each printed digit is followed by the line separator (e.g. '\n') at the end.,1
System.out.println(num % 10);,Print num modulus 10,We need to extract the last digit in the 1's position of the integer.,1
System.out.println(num % 10);,Print num modulus 10,"For example, if the integer is 1234, we want to extract the digit 4 that is in 1's position of the integer.",1
System.out.println(num % 10);,Print num modulus 10,We do this by calculating the remainder of the division of the integer by 10.,3
System.out.println(num % 10);,Print num modulus 10,"Then, this statement prints the last digit of the integer to the standard output stream.",2
} while (num > 0);,Complete the do while loop using the condition num > 0.,We need to check for termination conditions to avoid infinite loops.,2
} while (num > 0);,Complete the do while loop using the condition num > 0.,The loop should terminate when we run out of digits to process.,2
} while (num > 0);,Complete the do while loop using the condition num > 0.,"We could check whether the are more digits left by checking whether the variable num, which gets updated in the body of the do loop, is greater than zero.",3
} while (num > 0);,Complete the do while loop using the condition num > 0.,"If variable num is greater than zero, then it must have at least one digit, and in that case, the body of the do loop will be repeated again.",3
} while (num > 0);,Complete the do while loop using the condition num > 0.,The body of the while loop should repeat as long as there are more digits left that we have not processed yet.,2
} while (num > 0);,"This means that apart from the first time, the loop will only run if the num > 0",We need to check for termination conditions to avoid infinite loops.,2
} while (num > 0);,"This means that apart from the first time, the loop will only run if the num > 0",The loop should terminate when we run out of digits to process.,2
} while (num > 0);,"This means that apart from the first time, the loop will only run if the num > 0","We could check whether the are more digits left by checking whether the variable num, which gets updated in the body of the do loop, is greater than zero.",3
} while (num > 0);,"This means that apart from the first time, the loop will only run if the num > 0","If variable num is greater than zero, then it must have at least one digit, and in that case, the body of the do loop will be repeated again.",2
} while (num > 0);,"This means that apart from the first time, the loop will only run if the num > 0",The body of the while loop should repeat as long as there are more digits left that we have not processed yet.,3
Scanner scan = new Scanner(System.in);,Creating a scanner object called scan.,"To read the input values from the user, we need to define a Scanner object.",2
Scanner scan = new Scanner(System.in);,Creating a scanner object called scan.,We need to read and process the values that the user enters.,1
"System.out.println(""Enter the phone age in years:"");",Printing a statement to ask the user to enter the phone age in years.,We prompt the user to enter the phone age in years.,4
int phoneAge = scan.nextInt();,Storing the value entered by user in int variable phoneAge.,We read the phone age by calling the nextInt() method because this input is an integer.,2
int phoneAge = scan.nextInt();,Storing the value entered by user in int variable phoneAge.,We need to read the phone age that the user enters and store it in a variable.,3
"System.out.println(""Enter whether the phone is broken (true or false):"");",Asking the user to enter a true or false value about whether the phone is broken or not.,We prompt the user to enter whether the phone is broken.,4
boolean isBroken = scan.nextBoolean();,Storing the user input in a boolean variable isBroken.,We need to read whether the phone is broken and store it in a variable.,3
boolean isBroken = scan.nextBoolean();,Storing the user input in a boolean variable isBroken.,"The variable isBroken is true when the phone is broken, and false otherwise.",2
boolean isBroken = scan.nextBoolean();,Storing the user input in a boolean variable isBroken.,We read whether the phone is broken by calling the nextBoolean() method because this input is a boolean.,2
scan.close();,Closing the scanner object.,We close the scanner as we do not want to process any input from the user in the rest of the program.,2
boolean needPhone = isBroken || phoneAge >= 3;,"Creating a boolean variable needPhone which is true if either the phone is broken, or the phone is 3 or more years old.",We use the || operator (called or) to combine the two conditions.,1
boolean needPhone = isBroken || phoneAge >= 3;,"Creating a boolean variable needPhone which is true if either the phone is broken, or the phone is 3 or more years old.",The first condition is to test if the phone is broken and the second condition is to test if the phone age is at least 3 years old.,3
boolean needPhone = isBroken || phoneAge >= 3;,"Creating a boolean variable needPhone which is true if either the phone is broken, or the phone is 3 or more years old.",We need two conditions to determine if it is the time for a new phone.,2
System.out.println(needPhone);,Printing the value of needPhone variable.,This statement prints true/false depending on whether it is time to buy a new phone.,2
System.out.println(needPhone);,Printing the value of needPhone variable.,The printed value is followed by an end-of-line character in the end.,1
"String fullName = ""John Smith""","Create a string variable and store the value ""John Smith"" in it.",We define a string variable to hold the name.,3
"String firstInitial = fullName.substring(0, 1);",Stores the value in the 1st position of the string fullName into another String firstInitial.,We need to extract the first letter from the first name.,2
"String firstInitial = fullName.substring(0, 1);",Stores the value in the 1st position of the string fullName into another String firstInitial.,"We do this by calling the substring(0,1) method.",3
"String lastInitial = fullName.substring(5, 6);",Stores the value of 6th position of the string fullName into another string lastInitial.,We need to extract the first letter from the last name.,2
"String lastInitial = fullName.substring(5, 6);",Stores the value of 6th position of the string fullName into another string lastInitial.,"We do this by calling the substring(5,6) method.",1
String initials = firstInitial + lastInitial;,"Creating a string initials which adds both the previous strings, firstInitial and lastinitial.",This statements concatenates the extracted initials and store the result in the string initials.,4
System.out.println(initials);,Prints out the string initials.,This statement prints the initials to the default standard output stream.,4
System.out.println(initials);,Prints out the string initials.,The printed value is followed by the end-of-line character at the end.,1
"int[] values = {5, 8, 4, 78, 95, 12, 1, 0, 6, 35, 46};",Creating an integer array with 5 values.,We define array values to hold the specified numbers.,3
"int[] values = {5, 8, 4, 78, 95, 12, 1, 0, 6, 35, 46};",Creating an integer array with 5 values.,We initialize the array by separating elements with a comma and enclosing the collection in braces { }.,2
int maxValue = values[0];,Creating int variable maxValue and assigning the value of element in position 1 of the array values.,We need variable maxValue to store the maximum value of the array.,3
int maxValue = values[0];,Creating int variable maxValue and assigning the value of element in position 1 of the array values.,We initialize this variable by the first value in the array because we initially assume that the first value is the maximum.,3
for (int i = 1; i < values.length; i++) {,"Creating a for loop which runs 1 less than the size of the array values. In this case, the value of values.length is 5, so the loop will run 4 times.",We use a for loop to iterate over the remaining array indexes and search for the maximum value.,3
for (int i = 1; i < values.length; i++) {,"Creating a for loop which runs 1 less than the size of the array values. In this case, the value of values.length is 5, so the loop will run 4 times.",We need the array indexes to start at 1 with every integer number up to but not including the array length.,2
if (values[i] > maxValue) {,Creating if condition which is fulfilled if the values[i] is greated than the maxValue variable.,We need to compare the value at the index i of the array with the maximum value stored in variable maxValue.,2
if (values[i] > maxValue) {,Creating if condition which is fulfilled if the values[i] is greated than the maxValue variable.,"If the value at that index is larger than the maximum value, then we need to set the maximum value to the value of the element at index i.",2
maxValue = values[i];,"If the if condition is fulfilled, the value of maxValue will be replaced by the value in values[i].",This statement sets the maximum value to value of the element at index i of the array.,3
"System.out.println(""Maximum value: "" + maxValue);",Statement to print the maximum value in the array values.,This statement prints the maximum value of the array to the default standard output stream.,4
Scanner scan = new Scanner(System.in);,Instance of object Scanner,"To read the input value from the user, we need to define a Scanner object.",2
Scanner scan = new Scanner(System.in);,Instance of object Scanner,We need to read and process the value that the user enters.,1
"System.out.println(""Enter an integer for seconds: "");",Print message on console,We prompt the user to enter the seconds.,2
int seconds = scan.nextInt();,Get input from command line as integer,We need to read the seconds that the user enters and store it in a variable.,2
int seconds = scan.nextInt();,Get input from command line as integer,We read the seconds by calling the nextInt() method because this input is an integer.,2
scan.close();,Close scanner instance,We close the scanner as we do not want to process any input from the user in the rest of the program.,3
int minutes = seconds / 60;,calculate minutes by dividing by 60,"To obtain the minutes in seconds, we divide the seconds by 60 because there are 60 seconds in a minute.",3
int minutes = seconds / 60;,calculate minutes by dividing by 60,"Note that since both operands of division operator are integer, the fractional part of the result is truncated, if there is any.",1
int remainingSeconds = seconds % 60;,"calculate the seconds, making the modulus of the integer, to obtain the rest",This is because there are 60 seconds in a minute.,2
int remainingSeconds = seconds % 60;,"calculate the seconds, making the modulus of the integer, to obtain the rest",Note that the % operator returns the remainder of the division.,2
int remainingSeconds = seconds % 60;,"calculate the seconds, making the modulus of the integer, to obtain the rest","To obtain the remaining seconds after taking away the minutes, we have to take the remainder of the seconds divided by 60.",3
"System.out.println(""Enter an integer for seconds: "");",Print message by console so that the user inserts an integer number,We prompt the user to enter the seconds.,4
"System.out.println(seconds + "" seconds is "" + minutes + "" minutes and "" + remainingSeconds + "" seconds."");",Print message by console with the result separated by minutes and seconds,This statement prints to the default standard output stream the minutes and remaining seconds from the input amount of time in seconds.,4
"System.out.println(seconds + "" seconds is "" + minutes + "" minutes and "" + remainingSeconds + "" seconds."");",Print message by console with the result separated by minutes and seconds,The printed text is followed by the end-of-line character at the end.,1
int num = 15;,Integer variable declaration num,We define variable num to store the number that we want to find its smallest divisor.,2
int num = 15;,Integer variable declaration num,We could initialize it to any positive integer greater than 1.,2
int num = 15;,Integer variable declaration num,"In this program, we initialize variable num to 15.",2
int divisor = 2;,Integer variable declaration divisor,We initialize variable divisor by 2 because we want to find the smallest divisor except 1.,2
int divisor = 2;,Integer variable declaration divisor,We define variable divisor to store the smallest divisor of the number.,2
divisor += 1;,Fulfills the condition and we increase the divisor variable,"When the divisor is not a factor of the number, we increment the variable divisor by 1.",3
while (num % divisor != 0) {,"Loop condition, modulus between num and divisor","Since we don't know ahead of time how many times the loop will be repeated, we need to use a while loop.",2
while (num % divisor != 0) {,"Loop condition, modulus between num and divisor",We need to increment the divisor repeatedly as long as the divisor is not a factor of the number.,3
while (num % divisor != 0) {,"Loop condition, modulus between num and divisor","Therefore, we need to use a loop structure.",1
while (num % divisor != 0) {,"Loop condition, modulus between num and divisor","The condition in the while loop tests whether the body of the loop should be repeated, so it should test whether the divisor is not a factor of the number.",1
while (num % divisor != 0) {,"Loop condition, modulus between num and divisor",We could check whether the divisor is not a factor of the number by computing the remainder of the division of the number by the divisor.,2
"System.out.println(""The smallest divisor of "" + num + "" is "" + divisor);",Print message by console with the result of the smallest divisor of the variable num,This statement prints to the default standard output stream the smallest divisor of the number.,4
"String fullName = ""John Smith""",assign the value of John Smith to the string called fullName,We define a string variable to hold the name.,2
"String firstInitial = fullName.substring(0, 1);",Get the characters from position 0 to 1 of fullName and assign them to the firstInitial string,We need to extract the first letter from the first name.,4
"String firstInitial = fullName.substring(0, 1);",Get the characters from position 0 to 1 of fullName and assign them to the firstInitial string,"We do this by calling the substring(0,1) method.",3
"String lastInitial = fullName.substring(5, 6);",Get the characters from position 5 to 6 of fullName and assign them to the lastInitial string,We need to extract the first letter from the last name.,2
"String lastInitial = fullName.substring(5, 6);",Get the characters from position 5 to 6 of fullName and assign them to the lastInitial string,"We do this by calling the substring(5,6) method.",3
String initials = firstInitial + lastInitial;,Combine the first initial and the last initial and assign it to the initials string,This statements concatenates the extracted initials and store the result in the string initials.,4
System.out.println(initials);,output the initials string,This statement prints the initials to the default standard output stream.,3
System.out.println(initials);,output the initials string,The printed value is followed by the end-of-line character at the end.,1
"int[] values = {5, 8, 4, 78, 95, 12, 1, 0, 6, 35, 46};",create an array with the values in the brackets,We define array values to hold the specified numbers.,3
"int[] values = {5, 8, 4, 78, 95, 12, 1, 0, 6, 35, 46};",create an array with the values in the brackets,We initialize the array by separating elements with a comma and enclosing the collection in braces { }.,4
int maxValue = values[0];,set the maxValue to the value at position 0 in the value array.,We need variable maxValue to store the maximum value of the array.,3
int maxValue = values[0];,set the maxValue to the value at position 0 in the value array.,We initialize this variable by the first value in the array because we initially assume that the first value is the maximum.,3
for (int i = 1; i < values.length; i++) {,"Loop through the array, from position 1 to the length of the array, incrementing by 1 position each time",We use a for loop to iterate over the remaining array indexes and search for the maximum value.,3
for (int i = 1; i < values.length; i++) {,"Loop through the array, from position 1 to the length of the array, incrementing by 1 position each time",We need the array indexes to start at 1 with every integer number up to but not including the array length.,3
if (values[i] > maxValue) {,check if the value at position i is greater than the maxValue,We need to compare the value at the index i of the array with the maximum value stored in variable maxValue.,3
if (values[i] > maxValue) {,check if the value at position i is greater than the maxValue,"If the value at that index is larger than the maximum value, then we need to set the maximum value to the value of the element at index i.",3
maxValue = values[i];,"if the value is greater than the maxValue, assign that value to the maxValue",This statement sets the maximum value to value of the element at index i of the array.,3
"System.out.println(""Maximum value: "" + maxValue);",output the maxValue variable.,This statement prints the maximum value of the array to the default standard output stream.,3
int num = 1234;,to store integer type data. int helps in storing integer value into memory.,We need variable num to store the integer that we want to print its digits.,2
Scanner scan = new Scanner(System.in);,for obtaining the input of the int,"To read the input values from the user, we need to define a Scanner object.",1
Scanner scan = new Scanner(System.in);,for obtaining the input of the int,We need to read and process the values that the user enters.,1
"System.out.println(""Enter the phone age in years:"");",to print the sentence enclosed in the brackets display in the output screen,We prompt the user to enter the phone age in years.,1
int phoneAge = scan.nextInt();,to get the integer value and to store the int value in the integer memory,We read the phone age by calling the nextInt() method because this input is an integer.,2
int phoneAge = scan.nextInt();,to get the integer value and to store the int value in the integer memory,We need to read the phone age that the user enters and store it in a variable.,1
"System.out.println(""Enter whether the phone is broken (true or false):"");",to print the the sentence enclosed in the quotation display on the output screen,We prompt the user to enter whether the phone is broken.,1
boolean isBroken = scan.nextBoolean();,to boolean get the value 0 or 1 and store the value in the boolean memory,We need to read whether the phone is broken and store it in a variable.,1
boolean isBroken = scan.nextBoolean();,to boolean get the value 0 or 1 and store the value in the boolean memory,"The variable isBroken is true when the phone is broken, and false otherwise.",1
boolean isBroken = scan.nextBoolean();,to boolean get the value 0 or 1 and store the value in the boolean memory,We read whether the phone is broken by calling the nextBoolean() method because this input is a boolean.,2
scan.close();,to close the scanner,We close the scanner as we do not want to process any input from the user in the rest of the program.,2
boolean needPhone = isBroken || phoneAge >= 3;,to test the boolean value is true or not and store that in the needPhone memory,We use the || operator (called or) to combine the two conditions.,1
boolean needPhone = isBroken || phoneAge >= 3;,to test the boolean value is true or not and store that in the needPhone memory,The first condition is to test if the phone is broken and the second condition is to test if the phone age is at least 3 years old.,2
boolean needPhone = isBroken || phoneAge >= 3;,to test the boolean value is true or not and store that in the needPhone memory,We need two conditions to determine if it is the time for a new phone.,2
System.out.println(needPhone);,print the needPhone value in the output screen,This statement prints true/false depending on whether it is time to buy a new phone.,2
System.out.println(needPhone);,print the needPhone value in the output screen,The printed value is followed by an end-of-line character in the end.,1
int num = 1234;,to store integer type data.,We need variable num to store the integer that we want to print its digits.,2
int num = 1234;,int helps in storing integer value into memory.,We need variable num to store the integer that we want to print its digits.,2
do {,its a loop used to process the values,We need to process the digits of the integer from right to left and print them.,2
do {,its a loop used to process the values,"Therefore, we need to use a loop structure.",2
do {,its a loop used to process the values,"In this program, we do this by using a do loop.",1
do {,its a loop used to process the values,The do loop is more appropriate than a while loop because a positive integer always has at least one digit which results in the body of the loop performing at least once.,1
num = num / 10;,formula to obtain the value of num,"Therefore, this division will remove the digit that we processed (lastDigit) and we can move on to the next digit.",1
num = num / 10;,formula to obtain the value of num,We truncate the extracted digit that we processed from the original integer by dividing the integer by 10.,1
num = num / 10;,formula to obtain the value of num,Note that this statement performs an integer division because both operand of the / operator are integer.,1
} while (num > 0);,end of the loop enclosed with condition,We need to check for termination conditions to avoid infinite loops.,3
} while (num > 0);,end of the loop enclosed with condition,The loop should terminate when we run out of digits to process.,2
} while (num > 0);,end of the loop enclosed with condition,"We could check whether the are more digits left by checking whether the variable num, which gets updated in the body of the do loop, is greater than zero.",1
} while (num > 0);,end of the loop enclosed with condition,"If variable num is greater than zero, then it must have at least one digit, and in that case, the body of the do loop will be repeated again.",1
} while (num > 0);,end of the loop enclosed with condition,The body of the while loop should repeat as long as there are more digits left that we have not processed yet.,1
System.out.println(num % 10);,print the num % 10 value in the output screen,Each printed digit is followed by the line separator (e.g. '\n') at the end.,1
System.out.println(num % 10);,print the num % 10 value in the output screen,We need to extract the last digit in the 1's position of the integer.,1
System.out.println(num % 10);,print the num % 10 value in the output screen,"For example, if the integer is 1234, we want to extract the digit 4 that is in 1's position of the integer.",1
System.out.println(num % 10);,print the num % 10 value in the output screen,We do this by calculating the remainder of the division of the integer by 10.,4
System.out.println(num % 10);,print the num % 10 value in the output screen,"Then, this statement prints the last digit of the integer to the standard output stream.",1
"System.out.println(""Enter whether the phone is broken (true or false):"");",to print the sentence within the bracket opn oputput screen,We prompt the user to enter whether the phone is broken.,1
"System.out.println(""Enter whether the phone is broken (true or false):"");",ti print,We prompt the user to enter whether the phone is broken.,1
"String fullName = ""John Smith""",to store the name John smith in the String memory,We define a string variable to hold the name.,3
"String firstInitial = fullName.substring(0, 1);",getting the substring and store the data in firstInitial,We need to extract the first letter from the first name.,3
"String firstInitial = fullName.substring(0, 1);",getting the substring and store the data in firstInitial,"We do this by calling the substring(0,1) method.",2
String initials = firstInitial + lastInitial;,formula for join the firstInitial and lastInitial and store the answer in initials,This statements concatenates the extracted initials and store the result in the string initials.,4
"String lastInitial = fullName.substring(5, 6);",getting the substring and store the data in lastInitial,We need to extract the first letter from the last name.,3
"String lastInitial = fullName.substring(5, 6);",getting the substring and store the data in lastInitial,"We do this by calling the substring(5,6) method.",2
System.out.println(initials);,print the initials in the output screen,This statement prints the initials to the default standard output stream.,4
System.out.println(initials);,print the initials in the output screen,The printed value is followed by the end-of-line character at the end.,1
"int[] values = {5, 8, 4, 78, 95, 12, 1, 0, 6, 35, 46};",store the array of integer values in the name values,We define array values to hold the specified numbers.,4
"int[] values = {5, 8, 4, 78, 95, 12, 1, 0, 6, 35, 46};",store the array of integer values in the name values,We initialize the array by separating elements with a comma and enclosing the collection in braces { }.,2
int maxValue = values[0];,initialize the array,We need variable maxValue to store the maximum value of the array.,1
int maxValue = values[0];,initialize the array,We initialize this variable by the first value in the array because we initially assume that the first value is the maximum.,1
for (int i = 1; i < values.length; i++) {,condition enclosed in the for loop to obtain the maxValue in the array,We use a for loop to iterate over the remaining array indexes and search for the maximum value.,3
for (int i = 1; i < values.length; i++) {,condition enclosed in the for loop to obtain the maxValue in the array,We need the array indexes to start at 1 with every integer number up to but not including the array length.,1
if (values[i] > maxValue) {,check the condition whether it is true or not by finding the maxValue,We need to compare the value at the index i of the array with the maximum value stored in variable maxValue.,2
if (values[i] > maxValue) {,check the condition whether it is true or not by finding the maxValue,"If the value at that index is larger than the maximum value, then we need to set the maximum value to the value of the element at index i.",1
maxValue = values[i];,store the biggest number in the maxValue,This statement sets the maximum value to value of the element at index i of the array.,3
"System.out.println(""Maximum value: "" + maxValue);",print the maxValue in the output screen,This statement prints the maximum value of the array to the default standard output stream.,4
if (values[i] > maxValue) {,check the condition whether its true or not,We need to compare the value at the index i of the array with the maximum value stored in variable maxValue.,1
if (values[i] > maxValue) {,check the condition whether its true or not,"If the value at that index is larger than the maximum value, then we need to set the maximum value to the value of the element at index i.",1
int num = 1234;,Assign/initialize the number to be printed from left to right.,We need variable num to store the integer that we want to print its digits.,2
} while (num > 0);,Begin a loop while the number to printed is greater than 0.,We need to check for termination conditions to avoid infinite loops.,2
} while (num > 0);,Begin a loop while the number to printed is greater than 0.,The loop should terminate when we run out of digits to process.,2
} while (num > 0);,Begin a loop while the number to printed is greater than 0.,"We could check whether the are more digits left by checking whether the variable num, which gets updated in the body of the do loop, is greater than zero.",3
